index,text
10103,"नेपाल आमा को घुम्टो नेपाली झण्डा को अगाडि अरु झण्डा कसरी लुक्छ र झुक्छ हेर्नुस्, जित होला नहोला आफ्नो ठाउँ मा छ "
10104,स्थानीय तह निर्वाचन गढवा गाउपालिका वडा नम्बर मा मत माओवादी प्रमुख यमनरायण शर्मा पोख्रेल:उपप्रमुख शन्ती चौधरी :एमाले प्रमुख सहजराम अहिर :उप प्रमुख सीता चौधरी :कग्रेंस प्रमुख सर्बजित डिसि :उप प्रमुख सरदा चौधरी :
10115,जनकपुरधामक मेयर उम्मेदवार अनिता साह क प्रतिबद्धता कि
10120,अब बाझ्न लाग्यो है यो मेयर साप
10122,भौगोलिक नेपाल राजनैतिक नेपाल
10129,सम्माननीय प्रधानमन्त्री तथा नेपाली काग्रेस पार्टी सभापति श्री शेरबहादुर देउवाका भाई श्री प्रेमबहादुर देउवा ज्युको निधनप्रति मर्माहत भएको छु । मृत आत्मा प्रति हार्दिक श्रद्धाञ्जली अर्पण गर्दै परिवारप्रति गहिरो समवेदना प्रकट गर्दछु ।
10139,"चितवनकाे सभा पछि साँझ घर फर्किएर प्रचण्ड त हाँसेर मुर्छा नै पर्छ कि क्या हाे, 'जति धाेका दिए पनि, सधै मुर्गा हुन आउने काङ्ग्रेस सभापति देखेर' "
10152,दैलेखको नौमुले- मा नेपाली कांग्रेसका शर्मा विजयी
10162,व्यास नगरपालिकाको मेयरमा विवेकशील साझा पार्टीबाट रमेशप्रसाद आचार्यले उम्मेदवारी दिएका छन् । त्यस्तै उपमेयरमा हसिना बानुले उम्मेदवारी दर्ता गराएकी छिन् ।बाजागाजासहित गएर उनीहरुले उम्मेदवारी दर्ता गराएका हुन् ।
10163,अन्तिम नामावलीअनुसार उम्मेदवारलाई निर्वाचन चिह्न प्रदान गरियो: निर्वाचन आयोग
10178,बालेंन ले राम्रै भोट पाउने प्रक्षेपण गरियो
10189,भाेट व्यक्ति हेरेर दिने हाे मेयर र उप मेयरमा एमाले वडामा कंग्रेसलाई ।। पार्टि भन्ने मत्लब भएन
10200,तनहुँको शुक्लागण्डकी नगरपालिकामा मतगणना सुरु भएको छ। मेयरमा नेपाली कांग्रेसका कृष्णराज पण्डितले अग्रता सुरु गरेका छन्।
10202,कांग्रेसको घोषणापत्रमा एमाले र मेरो विरोधबाहेक केही छैन : ओली
10214,भरतपुर महानगरको मेयरमा देउवाले माओवादीकी उम्मेदवारलाई मत मागेका होलान्? उनलाई हँसियाहथौडामा मत माग्न साह्रै गाह्रो परेर रेणु यादवलाई मत मागेका छन्। देउवाको निर्देशनानुसारका मत त बदर जाने भए! निर्वाचन आयोगले प्रमज्यूलाई मतदाता शिक्षा दिए पनि हुने नि ! बुढाबुढीले होस् गुमाउँदै छन्।
10239,विवेकशील साझाकी काठमाडौँ महानगर मेयर उम्मेदवार समीक्षाले खसालिन् मत
10241,जाजरकाेटको नलगाड नगरपालिकाकाे उममेयरको टिकट पाएर मनोनयन दर्ता गरेका तेजबहादुर खत्रीले शिक्षकबाट राजीनामा नदिएको खुलेको छ ।
10246,अलिकति बालेनका छन् धेरैजसो भोट काट्यो भने आफ्नो भकारी अल्लि माथि देखिन्छकि भन्ने पनि रहेछन
10250,ललितपुरको मेयरमा कांग्रेसका चिरीबाबु महर्जनको उम्मेदवारी दर्ता
10256,आयोगले निर्वाचन अधिकृतलाई भन्यो : राजनीतिक दलको खर्चबारे गोप्य रिपोर्टिङ गर्नू
10257,स्वतन्त्र उम्मेदवारी दिन सघाएको निहुँमा खडक नगरपालिका- का सन्तलाल पासवानकाे हत्या भएकाे यहाँका स्थानीय तथा प्रत्यक्षदर्शीहरूले बताएका छन् ।
10265,"देखिस् कांग्रेस एमाले, जनताले भोट काँ हाले' भन्दै बालेनको पक्षमा नारा   "
10267,उम्मेदवारि दियकालाई यसो शुभकामना दिउ भनेर फोन गर्यो मरे फोन उठदैन। आगामी सेवा कसरी आशा गर्नु?
10277,एमाले नेत्रीत्वले राम्रो तालिम दिने हो भने छोटो समयमा सुनिता   बन्ने ठूलो संभावना बोकेकी युबा नेत्री हुन तर बिडम्बना झाँक्री जस्ती गोमन सर्प पालेर बस्यो एमाले !
10283,निर्वाचन अधिकृतको कार्यालय अगाडि सहकारी पीडितको नारा जुलुस
10284,झ्यालबाट सुनेको हिजोसम्म मतदाताका गाउँ  नगरपालिका आज छपक्कै फलाना फलाना केन्द्रीय नेताका हुदै रहेछन्|
10286,देवघाट गाउँ पालिका मा अनुमानित नतिजा।अध्यक्ष: नेपाली कांग्रेसउपाध्यक्ष: नेकपा एमाले को संभावना ( नेपाली कंग्रेसका लागि बढी मत गरेमा)वडा नं : नेपाली कंग्रेसनोट: नेकपा एमालेको राम्रो मतलाई अघिल्ला बिजयी प्रतिनिधिको कार्यशैली ले अहिले हार मा पुर्याउने निस्चित प्रायः छ।
10287,चौदण्डीगढीको मेयर र उपमेयरमा एमाले विजयी
10288,माउवादी लाई भोट नहालौदेश बचाऊ
10302,धम्की आएपछि बेचैन बनेका कांग्रेसका बागी वडाध्यक्ष उम्मेदवार झुन्डिएको अवस्थामा फेलाकथित लोकतान्त्रिक पार्टीले ठगबन्धन बचाउन आफ्नै मारेछ। दु:खद !
10319,गृह जिल्ला नवलपुरको निर्वाचन क्षेत्र नम्बर मा निर्माण हुन लागेको नेपाली कांग्रेस क्षेत्रीय कार्यालयको शिलान्यास गरिएको छ । नेपाली कांग्रेसका पक्षमा मतदान गर्न जनताहरु निकै उत्साही रहेको पाइएको छ ।
10320,बझाङको बुंगल नगरको उपमेयरमा किशोर कुँवरले दिए स्वतन्त्र उम्मेदवारी
10322,स्थानीय तहको निर्वाचन : कुन उम्मेदवारले कति सवारी साधन प्रयोग गर्न पाउँछन् ?
10328,"केन्द्रदेखि नै चासोका साथ हेरिएको रुरुको निर्वाचन, यदु या हिमाल कसले मार्लान् बाजी ? "
10329," रह्यो दल को कुरो , दल बेगर देश नचल्ने हैन , बुद्धिजीवी र स्वतन्त्र समाजवादी मिलेर यौटा फ्रि डेमोक्रेट सर्कल को अभ्यास गर्न सकिन्छ जहाँ अनुशासन को नाम मा निरङ्कुश ह्विप नहोस"
10330,बालेन नेपाली नागरिक हुन भने नेपालको राजधानीबाट मज्जाले उठन पाउँछन। नेपालको सम्विधानले यहि भन्छ। पहाडी मुलकाले मधेसमा चुनाव जितेकै छन।यौन दुराचारको अभियोग लागेका यिनले प्रश्न सोध्ने महिलामाथि जाईलागे आज मधेसी भन्ने असम्बैधानिक कुरा उठाएर तथानाम गाली गरे। यिन्ले हार्ने पक्का देखियो
10331,एमाले कांग्रेस मा के  का भिजन भएका नेताहरु ले देशलाई रसातल मा पुर्र्याइसक्यो। तिमिहरूले पसल बन्द गरेकै राम्रो।
10353,निर्वाचन नै गराउन नचाहको सरकारले राज्य शक्तिको प्रयोग गरेर चुनावमा धाँधली गरेको आरोप
10356,गठबन्धन गरे नगरे पनि मादलले भोट कटाउन्न्
10357,बीरगन्ज महानगरपालिकाको मतगणनास्थल बाहिर एमाले र जसपा कार्यकर्ताबीच घम्साघम्सी
10365,जब माधव नेपालले चुनावी सभाको अन्तिम दिन सूर्यमा भोट मागेपछि…
10380,ओलीको तानाशाही प्रवृत्ति रोक्न पनि गठबन्धन आवश्यकः प्रधानमन्त्री देउवा
10390,मतगणना निर्धारित समयमै सक्न निर्वाचन आयोगको निर्देशन
10391,"प्रचण्ड ,माधव नेपाल शेरबहादुर देउवा दैनिक सत्ता स्वार्थमा भागबन्डा गर्दै त यति खा म यति खान्छु भन्दै अलमलि रहेका छन तर नेकपा एमालेका श्रद्धय अध्यक्ष राजनेता केपी बा युवा सँग देश कसरी बनाउने भनेर प्राय दैनिक जसो छलफलमा हुनुहुन्छ।यहि फरक छ अरु ठगबन्धनका नेता र एमाले अध्यक्ष बिचमा। "
10397,चितवनमा रेणु र अधिकारीले गरे उम्मेदवारी दर्ता
10402,काठमाडौ महानगर पालिकामा एमालेको राज थियो त्यो मानिन्छ तर मतदाताले मेयरमा स्वतन्त्र लौरो लाई भोटिङ्ग गरेको र बाँकी आफ्नो एमाले लाई प्रायः भोट गरेको देखियो। यसबाट स्वत बुझ्न सकिन्छ कि जनता परिवर्तनको पक्षमा छ्न। अर्को कुरा एमाले उमेदवार प्रत्यासिको बोल्ने शैली फिटिक्कै भएन।
10408,काठमाडौं मा जम्मा % भोट् खस्यो बुझ्नुहोस शिक्षित वर्गमा राजनीति र अहिलेको दल प्रती कति वितृष्णा जागेको रहेछ अब
10413," पालिकाको नतिजा : कांग्रेस , एमाले र माओवादी वटामा विजयी "
10423,यता प्रकाश मान बुरि लाई मेयर बनाउछु भनेपछि सभापतिबाट पछि हटे रातारात उता रामचन्द्र बा चहि उदारो राष्ट्रपतिमा बिके भन्छ बजार तिर
10428,भएन यसरि दाई - एमाले कसरि जित्छ त ?
10430," नेपालको निर्वाचन र मतदान प्रक्रिया एउटा नेपाली, नेपाली रेस्टुरेन्टमा गएर पुरा मेनु पढेर लास्टमा मोमो मगाएको जस्तै हो"
10433,केशब स्थापित भन्ने मान्छेले आफ्नो भन्दा बढी शाहकै प्रचारप्रसार गरिरहेका छन्! स्थापितले बालेनलाई जति गाली गर्छ उति नै बालेनको भोट सङ्ख्या बढ्दै गैईरहेको छ!!
10448,पत्रकार महासंघका जना केन्द्रीय सदस्य घटायो यो चुनावलेप्रिय भाइ दीपेन्द्र रुम्दालीले नेपाल पत्रकार महासंघको केन्द्रीय सदस्य पदबाट राजीनामा दिई मानेभञ्ज्याङ गाउँपालिकाको उपाध्यक्षमा उम्मेदवारी दिएका छन् । भाइको राजनीतिक यात्रा सफल र सुखद रहोस् ।
10449,शंकर भण्डारीका लागि त शेरबहादुर आरजु देउवा पनि प्राकृतिक स्रोत होलान्
10454,गठबन्धन भएका तर उम्मेदवारी फिर्ता नभएका ठाउँमा पनि समझदारी गर्न सत्ता गठबन्धनको निर्देशन
10459,दलिय सत्ता गठबन्धनको रोडम्याप-चुनावपछि पनि गठबन्धन कायमै रहने-यसपटकको चुनावबाटै एमाले पत्तासाफ भइहाल्ने-सरकार  सत्ता अब सधैँ मिलेरै चलाउने-अर्को चुनावमा पनि यसरी नै भागबण्डा गर्ने-एमाले नै नरहेपछि जसलाई उठायो उही विजयी-मत हाल्नपर्ने अवस्थै नआउनेजय गठबन्धन
10461,उम्मेदवारी फिर्तासम्म तालमेलको प्रयास गर्ने सत्तागठबन्धनको रणनीति
10469,बझाङकाे सुर्मा गाउँपालिकामा कांग्रेस र एमाले कार्यकर्ताबीच झडप
10471," रवीन्द्रजी तपाईं सन्सार घुमेको, जानेको, पढेको मान्छे तर अझै नेपाल अनि नेपाली जनताको भावना बुझ्न सक्नु भयन।अझै समय छ आफू लगायत पार्टीलाई बहुमत नेपालीको आसा अनि भरोसा अनुरुप पुनर्निर्माण गर्नुहोस। हैन भने तपाईं र अरुमा के नै फरक रह्यो र? बाकी तपाईको बिचार।"
10498,कम्निस्टको टालो लाएर बचाऔ इज्जत !! अनि अगाडि बढाऔ काङ्ग्रेस ! बधाई छ देउवा दाजु !!
10500,"नेपाली जनतालाई धम्काएर रेनुले चुनाब जित्ने भए काम नगरी घर बसे भैगो नि!चितवन का जनता मुर्ख छैनन् ।पावर ,पैसा , मिडिया ,प्रशासन सबै लगाउने भए तपाईंकि छोरीले बर्ष मा के काम गरिन त! प्रचण्ड सर किन धम्की को भासा बोल्नु पर्यो।यो भनाइ ले चितवनमा चुनाब हार्दै हुनुहुन्छ,ख्याल रहोस।"
10504,"मत गन्नु पैसा गनेजस्तो होइन । समय लाग्छ ।'- मुख्य निर्वाचन अधिकृत, का म न पा"
10512,कांग्रेस एकमात्र संविधानिक विकल्प।
10520,"रानी पोखरी बनाए, धरहरा बनाए, दरवार हाइ स्कुल बनाए आदि इत्यादी अनेक अनेक बनाए !तर के गर्नुखडग प्रसाद जी ले भ्रष्टाचार मुक्त पाटी पङ्ती नेता बनाउन सकेनन , जनताहरु लाई आफ्नो बनाउन सकेनन !अनि बालेन लाई भोट नदिएर स्थापीत लाई दिन्छन त !! "
10524,कांग्रेस एमाले माओवादी सबै वादीको पैसा लिनी तर भोट चैं मन परेको राम्रो व्यक्तिलाई हाल्दिए हुन्न र??खासमा यस्तो शिक्षा दिनु पर्यो के जनतालाई!!गरिबलाई ती पैसाको ठुलो महत्व हुन्छ नी!!
10526," कम्युनिस्ट भनेको ए मा ले ,,,,ए मा ले भन्या सुर्य  ,,, दम भएको नि एमाले जित्ने नि एमाले सत्य सत्य नै हुन्छ जति लुकाए नि फुत्की हाल्छ , के को सरि !!"
10532,बिजय सराबगी को बिजोग । जसपा को शेर एमाले आएसी बिरगंज बासिले बिरालो बनाईदिए
10536," पैसाको ठुलै चलखल हुँदै छ भन्ने हल्ला छ, विशेष गरेर भरतपुर उप महा नगरपालिकामा माकेलाइ जिताउन देउवा लाई टिकाउन! बिचार गर्नु होला है मन्त्रीज्यु!!"
10543,तरुण दलद्वारा सदस्यीय निर्वाचन परिचालन समिति गठन
10550,निर्वाचन आयोगले एमालेबाट काठमाडौं महानगरपालिकामा मेयरका उम्मेदवार रहेका केशव स्थापितलाई स्पष्टीकरण सोधेको छ ।
10552,"हजुर धन्यबाद, सजिलो पक्कै थिएन ।यथास्थितिमा बस्नु पनि गलतको पैरबि गर्नु हो भन्ने निष्कर्षमा पुग्न केहि ढिला भएकै हो ।यी सबैका लागि पनि समय आउनु पर्दो रहेछ ।अहिले बन्धन मुक्त भएकोमा खुशी छु ।जय नेपाल । "
10553,"भरतपुरमा मेयर वाहेक सबै भोट एमालेमा ! के भरतपुरे एमालेजनले आफूलाई लिलामीमा चढाएकै हुन त ? त्यसैले त भन्छु , यो डेमोक्रेसी होईन , क्लेप्टोक्रेसी ( चोरतंत्र ) हो ।हुन त राप्रपासंग गठबन्धन गरेर राप्रपालाई भोट न हाल्ने एमाले नै हुन । चोर माथी महाचोर !"
10582,अब काठमाडौको मेयर घोषण गर्दे हुने देखियो।
10585,"मलाई यो ठगसभा मा देशको प्रधानमन्त्री ,काङ्रेशी को भबिस्य महामन्त्री बमकाजी, पटके काका अनी हराउदा (हार्दा होइन है )पनी खिस्स हास्ने शेखर कोइराला ले ”आउँदै गरेको चुनावमा हसिया हथौडा मा भोट् हालेर माओवादी लाई जिताऔ ”भनेर भाषण् गरेको सुन्न मन लागेको छ "
10588,ऐसेलुखर्कमा दुई स्वतन्त्रसहित जनाको उम्मेदवारी दर्ता
10597,"कम बाेल्ने प्रधानमन्त्री शेरबहादुर देउवा र बेलाबखत बाेलिराख्ने एमाले अध्यक्ष केपी शर्मा ओलीबीच धेरै वादप्रतिवाद भएकाे सुनिँदैन । तर आज चुनावका दिन उनीहरूकाे राेचक वादप्रतिवाद भयाे ।डडेल्धुरामा देउवाको दाबी, बालकोटमा ओलीको खण्डन "
10598,निर्वाचन आचारसंहिता उल्लंघन गर्ने सञ्चार माध्यममाथि कारवाही
10604,चुनाऊ साहित्य मेयर एउटा पार्टीको  उप-मेयर अर्कोको    वडाध्यक्ष एउटा पार्टीको      सदस्य अर्कोको छान्दा         म आफु कुन पार्टीको         —बिर्सिसकेँ
10611,ठूलो हुन जे पनि गर्ने एमाले क्यारेक्टरले दबावमा पर्यौं : गगन थापा
10617,निर्वाचन आयोगले बुधवार र बिहीवार मतदाता शिक्षा कार्यक्रम सञ्चालन गर्ने
10620,विराटनगरको मेयरमा राप्रपाबाट साहको उम्मेदवारी दर्ता
10656,"बालेन शाहले चुनाव जितेपछी ""जितिन्छ कि जितिन्न भनेर ख्यालख्यालमा उठेको थिएँ जितिनेरैछ, अब तपाइहरु गरि खानुस मेरो कुनै चाहना छैन"" भनेर छोड्दियो भने को मेयर हुन्छ ? "
10662,मताधिकारको यदि सबैले सहि ढंगले प्रयोग गर्ने हो भने सबल नेतृत्व आउनेमा दुई मत छैन।आशा छ फेरि पछिल्लो स्थानिय तहको निर्वाचन जस्तो नहोस् यो बर्ष।
10664," डा  साब, अब याे ""दलित"" भन्ने शब्दकाे राजनीति छाेड्नु पर्याे किनकि भारतकाे अदालतले त मै राेक लगाई सकेकाे रैछ त!नेपालमा यसकाे राजनीति अमेरिकी, ईयू र भाकपाका सदस्यहरुद्वारा जातिय द्वन्द्व मच्चाउनकाे लागि लगानी गरिएकाे तपाईंलाई राम्रोसँग थाहा छ, कृपया अब त सबैलाई बताईदिनुस । "
10670,मन एउटै थिएन भने किन लाई नै भोट दिन्छु भनेउ
10671,बालेनले मेयर पड्काओस केही छैन तर उपमेयर पड्काउन भएन भन्ने हाम्रो धारणा हो
10673,"बालकोटस्थित ओलीको वडामा एमाले पराजित, कांग्रेसको प्यानलै विजयी "
10675,इदमा अंकमाल गर्दै भोट माग्दै
10681," हुँदैनन्। एमाले दलबाट चार्ल्स सोभराज नै उठे पनि ऊ एकाएक उत्तम उम्मेदवार हुनेछ र दलका दासहरू सबले हुरुरु भोट हाल्नेछन्। त्यत्तिकै लाज वा नैतिकता हराएर स्वार्थीपना मात्र बाँकी रहेपछि बल्ल मानिस नेपाली कम्युनिस्ट, त्यसमा पनि अझ एमाले हुन्छ भन्ने गरिन्छ र?"
10686,बैतडीको सुनर्या गाउँपालिका वडा नम्बर मा एमाले विजयी
10695,ओलीको आतंकी शासनका कारण गठबन्धन जन्मिएको हो : प्रधानमन्त्री देउवा -
10698,स्थानीय तहको निर्वाचन देशभर वैशाख गते हुँदै छ । स्थानीय सरकारको यो संरचना जनतासँग प्रत्यक्ष जोडिने भएकाले पनि स्थानीय तहको चासो बढी छ ।
10706,नेपाली काँग्रेस कि माओवादी ?खासै तपाईंहरुकाे पनि स्पष्ट भएन पुराना त मर्नेबेला भयाे मर्लान तर तपाईंको पालामा चाहिँ तपाईं जस्ता युवाकाे अवस्था भाकपाका राहुल गांधी जस्ताे हुने लक्षण देखिन्छ ।लाै है दैव रक्षा गरून् तपाईंलाई
10731,‘फेरि केपी ओलीले के मुखले भोट माग्नुहुन्छ ?’
10734,हेटौंडामा गठबन्धनले गरायो उम्मेदवारी दर्ता
10751,करोड नेपाली जनताका नायक कामरेठ जन नायक पुन्य गौतम।
10756,विदेशमा मेयरले कर्फ्यु लाउँछन् भनेको पढ्दा उदेक लाग्छ । यही उदेक लाग्दै गर्दा नेपालका मेयरहरूको हालत सम्झिन्छुः कठै बरा ! अधिकांश मेयर मेलमिलाप केन्द्रको सहजकर्ताको भूमिकाभन्दा माथी उठेनन् । नयाँ चुनेर आउनेहरूको पनि पारा उही हुनेजस्तो छ ।
10762,दलाधिषहरू धरानमा बेलायत लान छान्ने गल्लावाला जस्ता छन् मात्र फरक तिनीहरू ज्यान हेरेर युवा छान्थे यहाँ जनप्रतिनिधि बनाउन भेडो छान्छन्। क्या वात उमेश चौहानजी।
10780,अनि तपाईले कस्लाई भोट हालेर आउनु भयो त ??
10783,सुनसान छ फूलबारी पाेखरा। चुनाव
10791,काठमाडौँ महानगरपालिकाको प्रमुख पदमा क्याप चुनाव चिह्न लिएर स्वतन्त्र उम्मेदवार बन्नुभएका तथा नेपाल विवेकशील पार्टीले समर्थन गरेका  ले मतदाताहरूसँग गरेको अन्तरक्रियामा सहभागी हुँदै !
10795,मलाई त घरै सुर्खेत हैन भनेर दिइराथे अस्तिनै । पैला हो तर अचेल कैलाली रे ! भरे यहाँ आएर बुझ्दा पिताजी त चौकुनेका जनप्रतिनिधि !
10798,"समयमै उम्मेदवारी दर्ता गराएका थियौं’, एकिकृत समाजवादीका नेता सत्यनारायण यादवले भने, ‘तर मुनी साहले नगरपालिकामा भर्ना गरेका कर्मचारी निर्वाचन अधिकृतको कार्यालयमा राखेपछि उनीहरुले फायलहरु नै गायब गरे । "
10805,तनहुँमा सत्तारुढ दलको गठबन्धनमा सहमति जुट्न नसकेपछि एक्लाएक्लै उम्मेद्वारी दिने तयारी
10826,"दिउसै के गर्नु जुनको कुरा,बोल्दै नबोल्ने उनको कुरा!सिमाना मिचिरहेछन् वैरिहरु,अल्झि बस्न हुन्न लिई नुनको कुरा?देश रहे न रहन्छौ नेपाली सारा,तिमी गर्दै नगर्नु अब सुनको कुरा!अामाको अस्तित्व भन्दा कदापि,ठूलो हुन्न कुनै पनि गुनको कुरा!"
10835,एमाले चोइटिएको हो कि भ्वाङ परेको हो ?चुनाव को बेला सबै एमाले फुट्याे भन्छन त ! ओ हो !
10841,कलाकार जति सबैले उम्मेदवारी दिए पछि म चुनाव नाउ गरेको चलचित्र हेरी राकी छु
10844,"स्थानीय तह निर्वाचन : गोरखा नगरपालिकामा अझै जुटेन सहमति, चुनावी तालमेल अन्यौलमा "
10859,शेरवहादुर देउवा र उनको ग्यांङले काँग्रेसलाई भेन्टिलेटरमै पुर्याए !
10862,डियर सेटो पार्टी बेब्बी ले लेख्छ दादा
10863,बर्ष एमाले का - जना भरौटे हरुले लुटेर खाए। अब पालो काँग्रेसी - जना भरौटे हरुको। विश्वास भने आफ्नो वडामा गएर उनीहरूले गरेको काम हेर्नु।
10874,गाँठी कुरा हाम्रो टोलमा कसैले राम्रोसँग भोट मागेनन्। कसैको संगठन छैन। व्यक्तिगत रूपमा छिमेकी माओवादी वडाध्यक्ष उम्मेदवारले मात्रै भोट मागे। पहिलाको चुनावमा एमाले उपमेयर उम्मेदवारले घरघरमा आएर भोट मागेर जितिन्। जसले अलिकति मेहनत गर्यो। उसले जित्यो।
10880,निर्वाचन प्रक्रियामाथि प्रश्न उठाएर एमाले मतदाताको अभिमतको अवमूल्यन गर्यो : गगन थापा
10891,भोट बढेको छ एमालेको केही ठाउमा गठबन्धनले गर्दा केही सय भोटले हार्दैछन एमालेहरू तर सबै बर्बाद भएको छैन एक्लै पनि निकै बलियो रहिछ एमाले यतिखेर पाटी फुट्दा पनि
10895," स्थानीय चुनाव एजेन्डा र एक्सनमा जाम । ""डेटा ड्रिभन डिसिजन"" गर्ने माैका दिम के । प्रदेश केन्द्रकाे चुनाव हाे के दल काे नीति हिती र तर्क  गफमा लडने ।"
10896,स्थानीय तहको निर्वाचनमा नेपाली काँग्रेस पार्टी राष्ट्रियरुपमा विजयी हुन्छ: महामन्त्री शर्मा
10899,नेपाल विवेकशील पार्टीका हेटौंडा उपमहानगरपालिका वडा नं का उम्मेदवारहरू र सदस्यहरूको सहभागितामा पार्टीका जिल्ला अध्यक्ष नवीन विष्टको नेतृत्वमा सोही वडामा रहेको लक्ष्मी आधारभूत विद्यालय मतदान केन्द्रमा रहेको पानीको बोतल र प्लास्टिकजन्य पदार्थ बोरा संकलन गरेको छ।
10911,निलकण्ठ नगरपालिका धादिङमेयर भिम प्रसाद ढुङगाना (कांग्रेस)– गंगा श्रेष्ठ (एमाले)– श्याम बहादुर सिंह ठकुरी (राप्रपा)– उपमेयर दिपक विश्वकर्मा (माओवादी केन्द्र)– फन्द्रा तामाङ (एमाले)– कल्पना अघिकारी (स्वतन्त्र)–
10912,सम्माननीय प्रधानमन्त्री एवं नेपाली कांग्रेसका सभापति शेरबहादुर देउवा गठबन्धन दलले सयुक्त रूपमा आयोजना गरेको चुनावी सभालाई सम्वोधन गर्न आउनु भएको छ ।
10913,सप्तरीको डाकेश्वरी नगरपालिका मा रहेकाे जनता मावि हरिराहामा रहेको दुई वटा मतदान केन्द्रको मतदान आज शुक्रवारका लागि स्थगित भएको छ । मतदान गर्ने क्रममा विवाद उत्पन्न भइ स्थानीयवासीले मतदान अधिकृत विपीन यादवलाई कुटपिट गर्नुका साथै मतपेटिकासमेत तोडफोड गरेकाले मतदान स्थगित
10920,चुनाव अघि एमाले हाइहाई चुनाव पछि एमाले बाइबाईतर अरुको मत बदर धेरै हुने भएकाले एमाले पनि स्थानीय निर्वाचनमा पहिलो दल बन्न सक्छ
10930,"पहिला कीला जस्ता उम्मेदवार थिए, मुंग्रा ले ठोक्नु पर्थ्यो ; अहिले मुंग्रा जस्ताछन, उचालेर त्यसपछी किलो सामतेर ठोकनु पछ। "
